"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Colter Bean","Yankees","0","1","0","3","0","3.0","6.00","15.00","0.00",".417","60.0 %","58.3 %","0.0 %","12.00","6.91","8.58","-0.1","2246"
"Cory Doyne","Orioles","0","0","0","5","0","3.2","4.91","7.36","2.45",".400","52.1 %","31.3 %","10.0 %","14.73","8.97","8.84","-0.1","7262"
"Jim Hoey","Orioles","3","4","0","23","0","24.2","6.57","6.57","0.73",".303","55.8 %","38.5 %","6.1 %","7.30","5.15","5.77","-0.1","6007"
"Heath Phillips","White Sox","1","1","0","6","0","7.1","2.45","4.91","1.23",".333","87.3 %","50.0 %","20.0 %","3.68","6.10","5.19","-0.1","3396"
"Travis Blackley","Giants","0","0","0","2","2","8.2","5.19","5.19","2.08",".286","65.6 %","37.9 %","16.7 %","7.27","6.82","5.55","-0.1","3234"
"Bobby Keppel","Rockies","0","0","0","4","0","4.0","2.25","6.75","2.25",".333","52.6 %","37.5 %","16.7 %","11.25","8.24","6.87","-0.1","2229"
"Dewon Day","White Sox","0","1","0","13","0","12.0","5.25","6.75","0.75",".391","52.5 %","48.9 %","10.0 %","11.25","5.91","5.87","-0.1","5542"
"Kane Davis","Phillies","0","1","0","11","0","11.1","7.94","6.35","1.59",".385","81.1 %","34.1 %","10.0 %","5.56","5.89","5.81","-0.1","872"
"Fabio Castro","Phillies","0","0","0","10","1","12.0","10.50","9.75","1.50",".259","72.9 %","40.7 %","22.2 %","6.00","6.32","5.10","-0.1","4048"
"Ron Villone","Yankees","0","0","0","37","0","42.1","5.31","3.83","1.06",".248","74.0 %","37.2 %","8.9 %","4.25","5.08","5.21","-0.1","1010"
"B.J. Ryan","Blue Jays","0","2","3","5","0","4.1","6.23","8.31","2.08",".353","41.7 %","23.5 %","14.3 %","12.46","7.62","6.65","-0.1","168"
"Jon Meloan","Dodgers","0","0","0","5","0","7.1","8.59","9.82","1.23",".333","51.3 %","33.3 %","10.0 %","11.05","6.79","6.72","-0.1","3355"
"Harvey Garcia","Marlins","0","1","0","8","0","12.1","10.95","5.11","2.19",".367","89.3 %","32.3 %","21.4 %","4.38","5.67","3.93","-0.1","3100"
"Tom Martin","Rockies","0","0","0","26","0","25.2","3.51","3.16","1.40",".301","76.9 %","44.8 %","12.9 %","4.91","5.66","5.14","-0.1","1219"
"Dave Davidson","Pirates","0","0","0","2","0","2.0","0.00","9.00","4.50",".417","46.5 %","53.8 %","50.0 %","22.50","15.74","10.49","-0.1","4929"
"Steve Colyer","Braves","0","1","0","7","0","3.2","9.82","9.82","2.45",".615","94.8 %","23.1 %","20.0 %","4.91","7.88","6.04","-0.1","1678"
"Aquilino Lopez","Tigers","0","0","1","10","0","17.1","3.63","3.12","1.04",".271","69.0 %","44.3 %","7.7 %","5.19","5.32","5.70","-0.1","1671"
"Robinson Tejeda","Rangers","5","9","0","19","19","95.1","6.51","5.66","1.60",".308","64.4 %","35.0 %","10.7 %","6.61","6.19","5.96","-0.1","2575"
"Juan Perez","Pirates","0","0","0","17","0","12.1","7.30","5.84","1.46",".324","78.1 %","42.1 %","14.3 %","4.38","5.67","4.99","-0.1","2557"
"Jeff Ridgway","Devil Rays","0","0","0","3","0","0.1","0.00","27.00","27.00",".857","26.3 %","37.5 %","33.3 %","189.00","60.24","32.53","-0.1","2819"
"Adam Eaton","Phillies","10","10","0","30","30","161.2","5.40","3.95","1.67",".309","67.7 %","39.3 %","13.3 %","6.29","5.97","5.31","-0.1","1029"
"Dennis Dove","Cardinals","0","0","0","3","0","3.0","3.00","3.00","6.00",".273","31.3 %","61.5 %","50.0 %","15.00","12.24","5.25","-0.1","6240"
"Jake Woods","Mariners","0","0","0","4","0","10.2","3.37","5.91","0.84",".222","57.7 %","35.1 %","5.9 %","5.91","5.96","6.74","-0.1","2196"
"Radhames Liz","Orioles","0","2","0","9","4","24.2","8.76","8.39","1.09",".310","62.5 %","23.3 %","7.9 %","6.93","5.79","6.15","-0.1","5843"
"Ryan Wagner","Nationals","0","2","0","14","0","15.2","5.17","4.60","1.15",".333","67.5 %","50.9 %","11.8 %","5.74","5.28","4.98","-0.1","1770"
"Armando Galarraga","Rangers","0","0","0","3","1","8.2","6.23","7.27","2.08",".240","73.8 %","40.7 %","15.4 %","6.23","7.28","6.16","-0.1","4222"
"Armando Benitez","- - -","2","8","9","55","0","50.1","10.19","5.19","1.43",".308","62.0 %","33.1 %","12.3 %","5.36","4.83","4.38","-0.1","865"
"Mark Lowe","Mariners","0","0","0","4","0","2.2","10.13","10.13","3.38",".167","83.3 %","0.0 %","20.0 %","6.75","9.24","6.72","-0.1","7416"
"Shane Komine","Athletics","0","0","0","2","0","7.2","1.17","1.17","2.35",".154","76.9 %","39.3 %","15.4 %","4.70","7.15","5.89","-0.1","4754"
"Tomo Ohka","Blue Jays","2","5","0","10","10","56.0","3.38","3.54","1.61",".293","67.1 %","44.4 %","13.7 %","5.79","5.99","5.30","-0.1","788"
"Felipe Paulino","Astros","2","1","0","5","3","19.0","5.21","3.32","2.37",".274","63.6 %","49.2 %","20.8 %","7.11","6.61","4.77","-0.1","3777"
"Chan Ho Park","Mets","0","1","0","1","1","4.0","9.00","4.50","4.50",".333","19.2 %","21.4 %","25.0 %","15.75","9.24","5.25","-0.1","1267"
"Winston Abreu","Nationals","0","1","0","26","0","30.1","7.71","2.67","2.08",".330","69.1 %","33.3 %","13.2 %","5.93","5.42","4.61","-0.1","582"
"Ryan Braun","Royals","2","0","0","26","0","39.1","5.49","5.03","0.92",".316","57.7 %","49.3 %","9.3 %","6.64","5.02","5.07","-0.1","5648"
"Greg Jones","Angels","0","0","0","9","0","8.2","5.19","5.19","2.08",".276","75.8 %","51.6 %","16.7 %","6.23","7.16","5.90","-0.1","1782"
"Clay Rapada","- - -","0","0","0","5","0","2.2","13.50","6.75","6.75",".200","90.9 %","28.6 %","50.0 %","10.13","12.24","4.37","-0.1","4831"
"Mauro Zarate","Marlins","0","0","0","4","0","5.0","5.40","1.80","5.40",".364","68.2 %","20.0 %","25.0 %","10.80","11.04","6.25","-0.1","3621"
"Gustavo Chacin","Blue Jays","2","1","0","5","5","27.1","3.62","2.30","1.98",".250","71.0 %","39.8 %","15.0 %","5.60","6.28","5.26","-0.1","2060"
"Andy Sisco","White Sox","0","1","0","19","0","14.0","8.36","7.07","1.29",".362","63.8 %","35.4 %","9.1 %","8.36","5.81","5.93","-0.2","3706"
"Tyler Clippard","Yankees","3","1","0","6","6","27.0","6.00","5.67","2.00",".277","71.8 %","39.3 %","12.5 %","6.33","6.68","6.03","-0.2","5640"
"Alberto Arias","Rockies","1","0","0","6","0","7.1","3.68","6.14","1.23",".304","77.6 %","56.5 %","16.7 %","4.91","6.24","5.49","-0.2","3087"
"Jae Seo","Devil Rays","3","4","0","11","10","52.0","4.85","2.77","1.90",".386","57.6 %","37.4 %","13.4 %","8.13","6.07","5.29","-0.2","895"
"Jason Miller","Twins","0","0","0","4","0","4.0","4.50","6.75","4.50",".333","27.8 %","17.6 %","18.2 %","18.00","10.99","7.94","-0.2","3104"
"John Rheinecker","Rangers","4","3","0","23","7","50.1","7.15","5.01","1.61",".325","67.6 %","56.3 %","20.0 %","5.36","5.76","4.56","-0.2","2165"
"Devern Hansack","Red Sox","0","1","0","3","1","7.2","5.87","5.87","2.35",".269","80.4 %","42.9 %","18.2 %","4.70","7.28","5.69","-0.2","4939"
"Tom Gordon","Phillies","3","2","6","44","0","40.0","7.20","2.93","1.58",".284","75.2 %","49.2 %","16.3 %","4.73","5.04","4.11","-0.2","282"
"Levale Speigner","Nationals","2","3","0","19","6","40.0","4.28","5.18","0.90",".355","55.7 %","45.1 %","7.5 %","8.78","5.31","5.68","-0.2","5717"
"Jason Standridge","Royals","0","1","0","4","0","7.2","7.04","5.87","2.35",".321","45.5 %","51.7 %","22.2 %","8.22","7.02","5.10","-0.2","1229"
"Jason Vargas","Mets","0","1","0","2","2","10.1","3.48","1.74","3.48",".317","37.3 %","26.7 %","14.8 %","12.19","8.08","6.32","-0.2","8044"
"Paul Shuey","Orioles","0","1","1","25","0","25.2","7.71","7.36","1.05",".375","52.2 %","54.3 %","10.7 %","9.82","5.50","5.35","-0.2","406"
"Rob Bell","Orioles","4","3","0","30","0","53.0","4.75","4.08","1.19",".344","68.8 %","48.2 %","9.5 %","5.94","5.26","5.29","-0.2","1492"
"Bruce Chen","Rangers","0","0","0","5","0","10.0","6.30","5.40","2.70",".267","46.9 %","30.3 %","21.4 %","7.20","7.54","5.40","-0.2","769"
"John Van Benschoten","Pirates","0","7","0","11","9","39.0","6.00","6.69","0.92",".367","52.8 %","38.6 %","8.3 %","10.15","5.85","6.07","-0.2","2228"
"Jailen Peguero","Diamondbacks","1","0","0","18","0","14.2","5.52","7.98","1.23",".326","56.7 %","27.7 %","9.1 %","9.20","6.65","6.76","-0.2","2913"
"Mike Myers","- - -","4","0","0","72","0","54.1","4.47","3.81","0.99",".285","67.9 %","55.9 %","11.3 %","4.80","5.12","4.91","-0.2","68"
"Luke Hudson","Royals","0","1","0","1","1","2.0","0.00","18.00","4.50",".125","21.7 %","66.7 %","50.0 %","18.00","15.74","10.49","-0.2","1542"
"Carlos Martinez","Marlins","0","0","0","2","0","2.2","6.75","3.37","10.12",".143","100.0 %","10.0 %","37.5 %","13.50","17.49","6.63","-0.2","3167"
"Rick White","- - -","1","1","0","29","0","34.2","4.67","4.67","1.04",".352","57.2 %","52.0 %","10.8 %","7.79","5.26","5.10","-0.2","456"
"Marc Gwyn","Angels","0","0","1","3","0","5.1","5.06","8.44","5.06",".300","51.0 %","17.4 %","23.1 %","11.81","12.24","7.98","-0.2","3116"
"Rheal Cormier","Reds","0","0","0","6","0","3.0","3.00","3.00","3.00",".300","65.2 %","44.4 %","33.3 %","9.00","8.91","5.83","-0.2","952"
"Dave Williams","Mets","0","1","0","2","1","4.1","4.15","10.38","4.15",".500","42.3 %","27.3 %","16.7 %","22.85","11.78","9.25","-0.2","1013"
"Brian Rogers","Pirates","0","0","0","3","0","2.0","4.50","4.50","9.00",".200","83.3 %","16.7 %","50.0 %","13.50","16.74","6.25","-0.2","6123"
"Mike Wood","Rangers","3","2","0","21","4","50.2","4.44","2.66","1.60",".326","68.6 %","50.5 %","15.5 %","5.33","5.69","4.81","-0.2","1806"
"Chris Booker","Nationals","0","1","0","3","0","1.0","9.00","9.00","9.00",".000","0.0 %","0.0 %","33.3 %","18.00","17.24","8.00","-0.2","2039"
"J.A. Happ","Phillies","0","1","0","1","1","4.0","11.25","4.50","6.75",".364","83.3 %","14.3 %","42.9 %","11.25","11.99","4.43","-0.2","7410"
"Wes Littleton","Rangers","3","2","2","35","0","48.0","4.50","3.00","1.13",".269","75.1 %","54.7 %","14.0 %","4.31","5.05","4.55","-0.2","6236"
"Tom Shearn","Reds","3","0","0","7","6","32.2","4.41","3.58","2.20",".240","79.9 %","39.0 %","16.0 %","4.96","6.64","5.37","-0.2","2040"
"Chad Durbin","Tigers","8","7","1","36","19","127.2","4.65","3.45","1.48",".269","74.1 %","44.0 %","12.1 %","4.72","5.68","5.25","-0.2","1442"
"Sidney Ponson","Twins","2","5","0","7","7","37.2","5.50","4.06","1.67",".359","67.0 %","53.6 %","17.9 %","6.93","6.03","4.91","-0.2","161"
"Mike Thompson","Padres","0","1","0","7","0","15.2","2.87","4.02","1.15",".293","53.4 %","39.3 %","9.5 %","6.89","6.18","6.20","-0.2","2735"
"Sean White","Mariners","1","1","0","15","0","35.1","4.08","5.09","0.51",".277","64.8 %","52.5 %","4.9 %","5.60","5.45","6.17","-0.2","5564"
"Kyle Farnsworth","Yankees","2","1","0","64","0","60.0","7.20","4.05","1.35",".283","70.7 %","30.3 %","9.4 %","4.80","5.04","5.10","-0.2","278"
"Byung-Hyun Kim","- - -","10","8","0","28","22","118.1","8.14","5.17","1.52",".316","66.8 %","40.2 %","13.8 %","6.08","5.76","5.10","-0.2","61"
"Elizardo Ramirez","Reds","0","2","0","4","3","16.1","4.41","4.41","2.76",".288","66.7 %","34.5 %","18.5 %","7.71","7.71","5.80","-0.2","1946"
"Carmen Cali","Twins","0","1","0","24","0","21.0","6.00","6.86","0.86",".299","78.0 %","53.6 %","10.0 %","4.71","5.72","5.67","-0.2","2964"
"Rich Thompson","Angels","0","0","0","7","0","6.2","12.15","4.05","5.40",".375","67.6 %","30.0 %","50.0 %","10.80","9.69","3.40","-0.2","6422"
"Brian Bruney","Yankees","3","2","0","58","0","50.0","7.02","6.66","0.90",".271","72.7 %","30.8 %","6.6 %","4.68","5.38","5.99","-0.2","1929"
"Roberto Hernandez","- - -","3","3","0","50","0","46.1","6.02","4.86","0.97",".344","62.5 %","43.9 %","9.4 %","6.41","5.12","5.15","-0.2","605"
"Billy Petrick","Cubs","0","0","0","8","0","9.2","5.59","6.52","2.79",".192","64.8 %","51.7 %","27.3 %","7.45","8.21","5.60","-0.2","4865"
"Juan Salas","Devil Rays","1","1","0","34","0","36.1","6.44","4.21","1.73",".257","80.9 %","31.1 %","11.1 %","3.72","6.13","5.80","-0.2","2533"
"Gary Glover","Devil Rays","6","5","2","67","0","77.1","5.94","3.14","1.40",".309","72.3 %","38.2 %","9.9 %","4.89","5.02","4.97","-0.2","234"
"Joel Hanrahan","Nationals","5","3","0","12","11","51.0","7.59","6.71","1.59",".318","73.5 %","30.6 %","12.7 %","6.00","6.08","5.54","-0.2","2186"
"A.J. Murray","Rangers","1","2","0","14","2","28.0","5.79","4.82","1.93",".226","79.1 %","37.5 %","13.3 %","4.50","6.35","5.58","-0.3","3422"
"Ruddy Lugo","- - -","6","0","0","38","0","48.1","6.33","6.89","0.56",".296","70.1 %","48.0 %","6.3 %","5.40","5.06","5.50","-0.3","2710"
"Justin Duchscherer","Athletics","3","3","0","17","0","16.1","7.16","4.41","1.65",".294","78.0 %","47.2 %","15.8 %","4.96","5.50","4.58","-0.3","910"
"Jerome Williams","Nationals","0","5","0","6","6","30.0","4.50","5.40","1.80",".277","59.6 %","48.1 %","15.4 %","7.20","6.64","5.67","-0.3","1137"
"John Patterson","Nationals","1","5","0","7","7","31.1","4.31","6.32","1.44",".309","64.8 %","35.7 %","9.8 %","7.47","6.46","6.43","-0.3","71"
"Jay Marshall","Athletics","1","2","0","51","0","42.0","3.86","4.71","0.64",".311","59.9 %","58.0 %","8.6 %","6.43","5.17","5.29","-0.3","5546"
"Mike Gosling","Reds","2","0","0","23","0","33.0","8.73","7.64","1.36",".378","76.6 %","41.0 %","14.3 %","4.91","5.91","5.27","-0.3","2204"
"Anthony Lerew","Braves","0","2","0","3","3","11.2","6.94","5.40","3.09",".270","71.4 %","29.7 %","21.1 %","7.71","7.95","5.54","-0.3","3440"
"Jay Witasick","- - -","1","0","0","36","0","31.1","5.17","7.76","0.57",".296","71.2 %","36.4 %","4.3 %","5.17","5.60","6.61","-0.3","1138"
"Ross Wolf","Marlins","0","1","0","14","0","12.1","4.38","2.19","2.92",".385","53.6 %","46.3 %","21.1 %","11.68","7.46","5.17","-0.3","4534"
"Wade Miller","Cubs","0","1","0","3","3","13.2","3.95","3.95","3.29",".358","60.9 %","28.6 %","17.9 %","10.54","8.43","6.25","-0.3","568"
"Macay McBride","- - -","1","1","0","38","0","32.2","8.27","6.89","1.10",".305","71.7 %","40.8 %","10.3 %","4.96","5.47","5.38","-0.3","3475"
"Matt Smith","Phillies","0","0","0","9","0","4.0","2.25","24.75","0.00",".267","66.7 %","57.1 %","0.0 %","11.25","10.99","11.62","-0.3","3053"
"Jesse Crain","Twins","1","2","0","18","0","16.1","5.51","2.20","2.20",".288","43.5 %","48.2 %","19.0 %","5.51","6.12","4.55","-0.3","4817"
"Neal Musser","Royals","0","1","0","17","0","24.2","6.93","5.11","1.82",".346","84.6 %","33.7 %","14.7 %","4.38","6.04","5.13","-0.3","2727"
"Geoff Geary","Phillies","3","2","0","57","0","67.1","5.08","3.34","1.07",".296","65.4 %","49.3 %","11.8 %","4.41","5.17","4.89","-0.3","1813"
"Sean Gallagher","Cubs","0","0","1","8","0","14.2","3.07","7.36","1.84",".302","61.2 %","39.3 %","12.0 %","8.59","7.88","7.36","-0.3","8261"
"Josh Sharpless","Pirates","0","1","0","6","0","4.1","2.08","2.08","6.23",".250","52.6 %","22.2 %","25.0 %","12.46","12.47","6.94","-0.3","5567"
"Casey Fossum","Devil Rays","5","8","0","40","10","76.0","6.28","3.20","1.78",".357","58.7 %","44.7 %","17.0 %","7.70","5.71","4.60","-0.3","188"
"Ricky Stone","Reds","0","0","0","5","0","5.1","5.06","0.00","6.75",".200","83.3 %","26.3 %","33.3 %","10.13","12.43","5.50","-0.3","576"
"Colby Lewis","Athletics","0","2","0","26","1","37.2","5.50","3.35","1.67",".301","64.5 %","38.0 %","11.9 %","6.45","5.79","5.34","-0.3","1259"
"Jonah Bayliss","Pirates","4","3","0","39","0","37.2","6.93","4.30","1.91",".352","58.5 %","26.9 %","10.8 %","8.36","6.05","5.76","-0.3","4560"
"Jason Davis","- - -","2","0","0","24","0","37.0","4.62","6.08","0.97",".299","66.3 %","48.8 %","9.3 %","5.84","5.81","5.86","-0.4","1598"
"Stephen Randolph","Astros","0","1","0","14","0","13.1","14.85","11.48","2.70",".500","59.9 %","18.9 %","23.5 %","12.15","7.89","5.59","-0.4","1655"
"Juan Rincon","Twins","3","3","0","63","0","59.2","7.39","4.22","1.36",".306","69.5 %","48.7 %","13.4 %","5.13","5.12","4.56","-0.4","752"
"Tim Corcoran","Devil Rays","0","0","0","9","0","17.1","3.12","6.23","1.04",".259","58.8 %","41.7 %","9.5 %","6.75","6.30","6.32","-0.4","2351"
"Wil Ledezma","- - -","3","3","0","44","1","59.1","7.13","5.76","1.06",".335","67.2 %","39.2 %","9.1 %","5.61","5.11","5.20","-0.4","1669"
"Kirk Saarloos","Reds","1","5","0","34","3","42.2","5.70","4.01","1.69",".319","61.7 %","53.4 %","18.2 %","7.17","5.96","4.81","-0.4","1516"
"Jeff Karstens","Yankees","1","4","0","7","3","14.2","3.07","5.52","2.45",".371","49.3 %","27.4 %","12.5 %","11.05","7.94","7.14","-0.4","5879"
"Dan Giese","Giants","0","2","0","8","0","9.1","6.75","1.93","3.86",".167","100.0 %","50.0 %","44.4 %","4.82","7.95","3.59","-0.4","2656"
"Kei Igawa","Yankees","2","3","0","14","12","67.2","7.05","4.92","2.00",".299","71.9 %","29.8 %","13.6 %","6.25","6.37","5.53","-0.4","7794"
"Charlie Haeger","White Sox","0","1","0","8","0","11.1","0.79","6.35","2.38",".304","68.8 %","37.5 %","16.7 %","7.15","8.89","7.44","-0.4","3545"
"Marty McLeary","Pirates","0","0","0","4","0","7.2","5.87","2.35","4.70",".217","55.6 %","29.6 %","25.0 %","8.22","9.50","5.34","-0.4","2022"
"Edwar Ramirez","Yankees","1","1","1","21","0","21.0","13.29","6.00","2.57",".367","67.5 %","34.6 %","19.4 %","8.14","6.43","4.57","-0.4","4830"
"Scott Feldman","Rangers","1","2","0","29","0","39.0","4.38","7.38","0.69",".304","70.9 %","58.8 %","8.6 %","5.77","5.96","6.08","-0.4","6283"
"Shawn Camp","Devil Rays","0","3","0","50","0","40.0","8.10","4.05","1.58",".418","68.7 %","57.1 %","24.1 %","7.20","5.29","3.92","-0.4","1855"
"Scott Schoeneweis","Mets","0","2","2","70","0","59.0","6.25","4.27","1.22",".292","69.7 %","51.3 %","14.3 %","5.03","5.19","4.62","-0.4","33"
"Jose Capellan","- - -","0","3","0","17","0","26.0","6.92","3.12","2.42",".269","67.4 %","35.3 %","17.9 %","5.54","6.35","4.74","-0.4","2236"
"Jo-Jo Reyes","Braves","2","2","0","11","10","50.2","4.80","5.33","1.60",".282","64.0 %","44.8 %","13.6 %","6.22","6.32","5.64","-0.4","5559"
"Mark Mulder","Cardinals","0","3","0","3","3","11.0","2.45","5.73","3.27",".409","53.3 %","34.0 %","18.2 %","12.27","9.60","7.38","-0.4","932"
"Andy Cavazos","Cardinals","0","0","0","17","0","20.0","6.75","7.20","2.25",".333","47.4 %","37.7 %","19.2 %","10.35","7.69","6.07","-0.4","2668"
"Chase Wright","Yankees","2","0","0","3","2","10.0","7.20","5.40","4.50",".250","92.3 %","36.4 %","29.4 %","7.20","10.54","6.17","-0.4","3593"
"Esteban Loaiza","- - -","2","4","0","7","7","37.1","4.82","4.82","2.41",".230","76.7 %","21.0 %","16.7 %","5.79","7.34","5.87","-0.5","1310"
"Fernando Cabrera","- - -","1","2","1","33","0","43.2","9.89","6.39","1.85",".345","65.8 %","31.3 %","15.0 %","7.21","5.85","4.89","-0.5","2105"
"Jose Mesa","- - -","2","3","1","56","0","50.2","5.15","4.44","1.60",".268","47.5 %","45.6 %","13.2 %","7.11","6.00","5.38","-0.5","961"
"Phil Dumatrait","Reds","0","4","0","6","6","18.0","4.50","6.00","3.00",".434","50.5 %","35.4 %","18.2 %","15.00","8.74","6.71","-0.5","8598"
"Scott Proctor","- - -","5","5","0","83","0","86.1","6.67","4.59","1.25",".258","78.2 %","28.2 %","8.3 %","3.65","5.30","5.60","-0.5","1911"
"Chad Orvella","Devil Rays","0","2","0","10","0","8.0","6.75","11.25","3.38",".417","52.4 %","44.7 %","20.0 %","14.63","10.74","8.22","-0.5","5952"
"Tim Stauffer","Padres","0","1","0","2","2","7.2","7.04","7.04","5.87",".370","26.7 %","22.6 %","26.3 %","21.13","12.89","7.52","-0.5","6432"
"Sean Henn","Yankees","2","2","0","29","1","36.2","6.87","6.63","1.47",".325","64.0 %","37.5 %","10.7 %","7.12","6.29","6.08","-0.5","2147"
"Ryan Feierabend","Mariners","1","6","0","13","9","49.1","4.93","4.20","1.82",".366","65.1 %","34.6 %","12.5 %","8.03","6.42","5.82","-0.5","6336"
"Julio DePaula","Twins","0","1","0","16","0","20.0","3.60","4.50","2.25",".342","63.9 %","54.5 %","22.7 %","8.55","7.64","5.77","-0.5","2786"
"Ray King","- - -","1","1","0","67","0","39.2","5.67","4.76","1.36",".256","75.6 %","40.8 %","13.0 %","4.76","5.68","5.17","-0.5","693"
"Kyle Snyder","Red Sox","2","3","0","46","0","54.1","6.79","5.30","1.16",".244","73.8 %","37.1 %","9.2 %","3.81","5.50","5.58","-0.5","1689"
"Hector Carrasco","Angels","2","1","0","29","1","38.1","7.75","5.40","1.88",".295","59.9 %","43.4 %","17.0 %","6.57","6.11","4.93","-0.5","1240"
"Virgil Vasquez","Tigers","0","1","0","5","3","16.2","3.78","2.70","3.78",".328","73.3 %","37.3 %","25.9 %","8.64","8.94","5.51","-0.5","6124"
"Scott Linebrink","- - -","5","6","1","71","0","70.1","6.40","3.20","1.54",".271","79.0 %","42.1 %","15.0 %","3.71","5.14","4.35","-0.5","564"
"Arnie Munoz","Nationals","0","0","0","13","0","5.1","5.06","11.81","3.38",".222","90.2 %","36.8 %","28.6 %","6.75","12.05","8.82","-0.6","2111"
"Brian Sanches","Phillies","1","1","0","12","0","14.2","5.52","7.36","3.68",".175","85.2 %","36.4 %","27.3 %","5.52","9.99","6.55","-0.6","2739"
"Ryan Bukvich","White Sox","1","0","0","45","0","35.2","4.54","6.06","1.26",".258","71.4 %","44.4 %","9.1 %","5.05","6.32","6.44","-0.6","1531"
"Brandon Medders","Diamondbacks","1","2","0","30","0","29.1","7.06","4.91","2.76",".266","90.1 %","27.9 %","20.0 %","4.30","7.40","5.33","-0.7","8604"
"Victor Zambrano","- - -","0","3","0","13","4","23.0","6.26","8.61","2.35",".342","65.2 %","50.0 %","30.0 %","10.17","8.76","6.46","-0.7","1237"
"Todd Coffey","Reds","2","1","0","58","0","51.0","7.59","3.35","2.12",".356","75.1 %","57.6 %","26.1 %","5.82","6.02","4.10","-0.7","2467"
"Masumi Kuwata","Pirates","0","1","0","19","0","21.0","5.14","6.43","2.57",".275","55.2 %","43.8 %","20.0 %","9.43","8.10","6.17","-0.8","7782"
"Brian Stokes","Devil Rays","2","7","0","59","0","62.1","5.05","3.61","1.59",".359","67.3 %","48.2 %","13.8 %","7.07","5.76","5.07","-0.8","8653"
"Daniel Barone","Marlins","1","3","0","16","6","41.0","3.95","4.17","2.41",".291","75.1 %","40.3 %","20.0 %","5.71","7.31","5.51","-0.8","7652"
"Victor Santos","- - -","1","6","0","36","3","63.1","6.82","4.69","2.13",".303","76.7 %","42.8 %","22.4 %","5.83","6.51","4.76","-0.8","446"
"Brad Thompson","Cardinals","8","6","0","44","17","129.1","3.69","2.78","1.60",".297","75.4 %","49.5 %","14.7 %","4.73","5.96","5.16","-0.9","4911"
"Danys Baez","Orioles","0","6","3","53","0","50.1","5.19","5.19","1.43",".263","66.8 %","51.2 %","15.4 %","6.44","6.30","5.53","-0.9","367"
"Mike Bacsik","Nationals","5","8","0","29","20","118.0","3.43","2.21","1.98",".278","73.8 %","40.8 %","14.8 %","5.11","6.23","5.24","-0.9","863"
"Scott Elarton","Royals","2","4","0","9","9","37.0","3.16","5.11","2.92",".301","54.8 %","30.6 %","16.0 %","10.46","8.70","7.03","-1.0","426"
"Lance Cormier","Braves","2","6","0","10","9","45.2","5.32","4.34","3.15",".276","71.9 %","51.0 %","34.0 %","7.09","8.06","4.79","-1.0","4346"
"Mike Maroth","- - -","5","7","0","27","20","116.1","3.95","3.87","2.01",".341","64.3 %","42.5 %","16.0 %","6.89","6.69","5.53","-1.1","1508"
